@RELATION censusIncome

@ATTRIBUTE ﻿age REAL
@ATTRIBUTE workclass {0,1,2,3,4,5,6}
@ATTRIBUTE education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@ATTRIBUTE education-num {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
@ATTRIBUTE marital-status {1,2,3,4,5,6,7}
@ATTRIBUTE occupation REAL
@ATTRIBUTE race {0,1,2,3,4}
@ATTRIBUTE sex {0,1}
@ATTRIBUTE hours-per-week REAL
@ATTRIBUTE native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39}
@ATTRIBUTE earnings {<=50K,>50K}

@DATA
33,0,3,9,1,7,0,1,46,0,>50K
36,1,3,9,1,9,0,0,50,0,>50K
34,4,1,10,1,12,0,0,40,0,>50K
26,0,5,12,1,7,0,0,40,0,>50K
49,0,0,13,3,4,0,0,40,0,>50K
71,0,3,9,1,12,0,0,40,0,>50K
51,0,1,10,1,4,0,1,20,0,>50K
38,0,12,6,1,7,0,0,40,0,>50K
54,0,3,9,1,4,0,0,55,0,>50K
42,0,0,13,2,5,0,0,50,0,>50K
54,2,0,13,1,3,0,0,70,0,>50K
57,0,0,13,1,5,0,0,50,0,>50K
27,1,1,10,1,4,0,0,45,0,>50K
42,0,0,13,3,4,0,0,55,0,>50K
25,0,6,11,1,5,0,1,40,0,>50K
46,0,0,13,1,7,0,0,40,5,>50K
29,0,1,10,1,1,0,0,40,0,>50K
61,0,0,13,1,3,0,0,50,0,>50K
53,0,0,13,1,4,1,0,50,7,>50K
26,0,6,11,1,8,0,1,40,0,>50K
44,0,0,13,1,4,0,0,40,0,>50K
38,0,0,13,1,4,0,0,50,0,>50K
46,0,3,9,1,10,4,0,46,0,>50K
60,0,3,9,1,1,0,0,40,0,>50K
40,5,13,16,1,5,0,0,50,0,>50K
42,0,1,10,1,4,0,0,55,0,>50K
66,2,3,9,1,8,0,1,40,0,>50K
41,0,10,14,1,5,0,0,45,0,>50K
42,1,0,13,1,1,0,0,60,0,>50K
42,1,13,16,1,5,0,0,40,0,>50K
33,3,1,10,1,4,4,1,40,0,>50K
32,0,10,14,4,4,0,0,55,0,>50K
44,0,2,7,1,3,0,0,40,0,>50K
55,3,10,14,1,4,1,0,60,0,>50K
46,0,0,13,1,4,0,0,40,0,>50K
30,0,6,11,1,5,0,0,40,0,>50K
47,0,10,14,2,3,0,0,60,0,>50K
30,0,0,13,2,3,0,0,40,0,>50K
57,0,1,10,1,5,0,0,40,0,>50K
38,0,0,13,1,5,0,0,40,0,>50K
45,4,3,9,1,10,0,0,40,0,>50K
47,0,0,13,2,4,0,0,40,0,>50K
27,0,4,15,1,5,0,1,50,0,>50K
43,0,3,9,1,7,0,0,52,0,>50K
48,0,0,13,1,4,0,0,50,0,>50K
64,1,3,9,1,9,0,0,45,0,>50K
54,0,3,9,1,10,0,0,65,0,>50K
54,0,1,10,1,12,0,0,40,0,>50K
54,4,10,14,1,5,0,0,40,0,>50K
40,0,13,16,1,4,1,0,40,7,>50K
39,0,3,9,1,7,0,0,42,0,>50K
43,0,5,12,1,3,0,0,50,0,>50K
38,0,4,15,1,5,0,0,99,0,>50K
34,0,0,13,1,4,0,0,48,0,>50K
55,0,0,13,1,0,0,0,55,0,>50K
49,5,13,16,2,5,0,0,50,0,>50K
28,0,0,13,1,5,0,0,40,0,>50K
42,0,1,10,1,4,0,1,40,36,>50K
36,0,1,10,1,1,0,0,40,0,>50K
34,0,0,13,1,3,0,0,60,0,>50K
40,1,3,9,1,10,0,0,75,0,>50K
37,2,5,12,1,3,0,0,50,0,>50K
41,0,4,15,1,5,0,0,80,0,>50K
50,0,10,14,1,5,0,0,40,0,>50K
36,1,8,4,1,7,0,0,45,0,>50K
30,0,1,10,1,8,1,0,50,0,>50K
47,0,0,13,1,3,4,0,40,0,>50K
40,0,1,10,1,8,0,1,17,0,>50K
45,0,0,13,1,4,0,0,40,0,>50K
55,0,0,13,1,4,0,0,42,0,>50K
49,4,10,14,1,5,0,0,40,0,>50K
49,5,0,13,1,4,0,0,40,0,>50K
46,0,10,14,1,3,0,0,65,0,>50K
43,0,0,13,3,5,0,1,40,0,>50K
42,0,3,9,1,10,0,0,50,0,>50K
45,3,3,9,1,8,0,0,40,0,>50K
55,1,5,12,1,4,0,0,55,0,>50K
52,0,11,2,1,4,0,0,50,0,>50K
50,0,10,14,1,3,0,0,40,0,>50K
39,0,3,9,1,8,0,0,40,0,>50K
37,0,1,10,1,3,0,1,40,0,>50K
45,0,0,13,1,5,0,0,40,0,>50K
45,0,3,9,1,7,0,0,44,0,>50K
48,4,3,9,1,4,4,0,38,0,>50K
36,0,10,14,1,5,0,0,60,0,>50K
45,0,0,13,1,4,0,0,40,2,>50K
42,0,1,10,3,4,0,1,40,0,>50K
58,0,0,13,1,4,0,0,50,0,>50K
30,2,3,9,1,4,0,0,50,0,>50K
61,1,0,13,1,9,0,0,20,0,>50K
27,0,0,13,1,4,0,0,50,0,>50K
39,0,0,13,3,5,0,0,40,0,>50K
44,0,0,13,1,3,0,0,40,0,>50K
53,0,1,10,1,8,0,0,50,0,>50K
43,5,0,13,1,4,0,0,55,0,>50K
57,5,13,16,1,5,0,0,40,0,>50K
37,3,3,9,1,8,0,0,40,0,>50K
63,0,3,9,1,1,0,0,40,0,>50K
38,0,6,11,1,4,0,0,50,0,>50K
41,0,0,13,1,3,0,1,12,0,>50K
31,0,0,13,1,5,0,1,43,0,>50K
58,0,3,9,2,0,0,0,39,0,>50K
36,0,0,13,1,3,0,0,35,0,>50K
34,0,5,12,1,3,4,0,50,0,>50K
44,3,4,15,2,5,0,0,40,0,>50K
50,0,1,10,1,3,0,0,60,0,>50K
37,0,13,16,1,5,0,0,99,23,>50K
45,0,0,13,1,4,1,0,40,7,>50K
44,4,6,11,1,10,0,0,40,0,>50K
37,0,10,14,2,4,0,0,45,0,>50K
38,0,3,9,1,4,0,0,44,0,>50K
48,0,1,10,1,5,0,0,40,0,>50K
64,1,0,13,1,5,0,0,24,0,>50K
37,0,3,9,1,7,0,0,48,0,>50K
55,0,3,9,1,1,0,0,35,0,>50K
43,0,3,9,1,8,0,1,50,4,>50K
47,4,1,10,1,10,0,0,40,0,>50K
66,0,1,10,1,3,0,0,24,0,>50K
70,2,1,10,1,4,0,0,20,0,>50K
54,0,6,11,1,0,0,0,40,0,>50K
38,5,13,16,1,5,0,0,45,0,>50K
33,5,0,13,1,4,0,0,40,0,>50K
38,2,3,9,1,4,0,0,40,0,>50K
25,0,1,10,1,8,4,1,56,0,>50K
45,0,0,13,1,4,0,0,50,0,>50K
30,0,6,11,3,1,0,0,40,0,>50K
41,1,6,11,1,5,0,1,15,0,>50K
48,3,3,9,1,8,0,0,40,0,>50K
41,2,0,13,1,4,0,0,55,0,>50K
35,0,3,9,1,4,0,0,55,13,>50K
66,2,0,13,1,4,0,0,40,0,>50K
52,0,0,13,1,3,0,0,45,0,>50K
24,0,10,14,1,5,0,1,35,0,>50K
40,0,10,14,1,4,0,0,45,0,>50K
29,3,6,11,1,0,0,0,42,0,>50K
46,4,0,13,2,12,4,0,50,0,>50K
44,0,10,14,1,1,0,0,45,0,>50K
44,0,3,9,1,8,0,1,40,0,>50K
33,0,4,15,3,5,0,0,40,0,>50K
48,0,10,14,2,4,0,0,50,0,>50K
54,2,3,9,1,4,0,0,60,0,>50K
42,0,5,12,1,8,0,0,42,0,>50K
42,4,1,10,1,12,0,0,52,0,>50K
60,5,10,14,1,4,0,1,40,0,>50K
43,0,0,13,1,5,0,0,40,0,>50K
45,0,0,13,2,8,0,1,35,0,>50K
28,0,1,10,1,8,0,0,50,0,>50K
49,2,10,14,1,3,0,0,40,0,>50K
36,4,1,10,1,12,0,0,56,0,>50K
40,2,0,13,1,4,0,0,50,0,>50K
57,1,0,13,1,4,0,0,13,0,>50K
34,0,1,10,1,1,0,0,40,0,>50K
36,4,3,9,1,8,0,1,40,0,>50K
40,0,10,14,1,4,0,0,50,0,>50K
51,4,3,9,1,10,0,0,40,0,>50K
47,0,3,9,1,1,0,0,40,0,>50K
24,0,3,9,1,3,0,1,40,0,>50K
27,0,1,10,1,10,0,0,40,0,>50K
51,3,3,9,1,8,0,0,40,0,>50K
40,1,1,10,1,0,0,0,50,0,>50K
26,4,3,9,1,12,0,0,40,0,>50K
54,0,0,13,3,8,0,1,40,0,>50K
53,0,10,14,1,4,0,0,55,0,>50K
80,0,4,15,1,5,0,0,35,0,>50K
41,0,4,15,1,5,0,0,65,0,>50K
40,0,4,15,3,5,0,1,50,0,>50K
42,0,5,12,1,5,0,0,40,0,>50K
43,0,3,9,7,1,4,1,42,0,>50K
38,4,0,13,1,4,0,0,40,0,>50K
28,0,0,13,1,4,0,0,46,0,>50K
51,0,0,13,1,5,0,0,50,0,>50K
32,0,0,13,1,4,1,0,50,11,>50K
32,0,0,13,1,5,0,0,48,0,>50K
37,0,1,10,1,3,0,0,50,5,>50K
47,1,3,9,1,10,0,0,45,0,>50K
66,0,0,13,1,3,0,0,40,0,>50K
38,0,0,13,1,4,0,0,50,0,>50K
52,4,10,14,3,5,0,0,32,0,>50K
37,2,1,10,1,1,0,0,50,0,>50K
54,5,13,16,1,5,0,0,46,2,>50K
34,0,3,9,3,0,1,0,35,11,>50K
66,0,0,13,1,5,0,0,45,0,>50K
49,0,6,11,2,4,0,0,45,0,>50K
56,2,3,9,1,3,0,0,50,0,>50K
58,0,0,13,1,0,0,0,40,0,>50K
54,0,0,13,1,0,0,0,25,0,>50K
41,2,1,10,1,4,0,0,55,0,>50K
43,0,0,13,2,5,0,1,40,0,>50K
57,1,8,4,1,1,0,0,40,0,>50K
40,0,10,14,1,4,0,0,50,0,>50K
39,2,6,11,1,9,0,0,60,0,>50K
46,4,1,10,1,1,4,0,40,0,>50K
72,2,4,15,1,5,0,0,50,0,>50K
47,3,1,10,1,6,0,0,40,0,>50K
36,0,6,11,1,7,0,0,40,0,>50K
39,2,4,15,1,5,0,0,50,0,>50K
33,0,1,10,1,4,0,0,45,0,>50K
47,0,2,7,1,1,0,0,40,0,>50K
65,0,0,13,1,4,0,0,40,0,>50K
34,1,3,9,2,4,0,0,60,0,>50K
40,5,10,14,1,5,1,1,38,11,>50K
42,3,10,14,1,5,0,0,40,0,>50K
22,0,2,7,1,7,0,0,70,0,>50K
43,2,0,13,1,4,0,0,50,0,>50K
54,1,4,15,1,5,0,0,50,0,>50K
51,1,3,9,1,10,0,0,35,0,>50K
39,0,10,14,1,5,0,0,50,0,>50K
36,0,1,10,1,7,1,0,50,0,>50K
36,0,4,15,3,4,0,0,50,0,>50K
31,0,0,13,1,3,0,0,45,0,>50K
43,0,10,14,1,5,0,0,40,0,>50K
48,0,0,13,1,4,4,0,40,0,>50K
43,1,0,13,2,5,0,0,70,0,>50K
43,0,3,9,1,1,0,0,40,0,>50K
36,0,0,13,1,5,0,0,40,0,>50K
46,0,1,10,1,5,0,0,38,0,>50K
46,4,10,14,2,4,0,1,65,0,>50K
30,3,0,13,3,12,0,1,60,0,>50K
27,0,3,9,1,10,0,0,45,0,>50K
54,0,3,9,1,7,0,0,40,17,>50K
56,0,10,14,1,5,0,1,40,0,>50K
42,0,4,15,1,5,0,0,35,0,>50K
46,0,0,13,1,4,0,0,45,0,>50K
49,2,1,10,1,3,0,0,70,0,>50K
62,1,0,13,1,1,0,0,55,0,>50K
40,0,0,13,1,4,0,0,50,0,>50K
45,0,6,11,1,5,0,0,42,0,>50K
43,4,10,14,3,4,0,1,50,0,>50K
39,1,0,13,1,5,0,0,50,8,>50K
48,3,3,9,1,8,0,1,40,0,>50K
37,1,3,9,2,4,1,1,70,10,>50K
40,0,0,13,1,6,0,0,40,0,>50K
41,0,0,13,1,0,0,0,42,0,>50K
68,0,3,9,1,5,0,0,40,16,>50K
64,0,10,14,1,4,0,0,50,0,>50K
51,5,13,16,1,4,0,0,40,0,>50K
41,5,3,9,2,12,0,0,40,0,>50K
28,0,6,11,1,7,0,0,40,0,>50K
44,1,3,9,3,1,0,0,40,0,>50K
31,0,7,5,3,3,0,0,43,0,>50K
43,4,3,9,1,1,0,0,40,0,>50K
49,2,5,12,1,1,0,0,40,0,>50K
41,4,0,13,1,12,0,0,40,0,>50K
38,4,1,10,1,0,0,0,40,0,>50K
38,0,3,9,1,1,0,0,50,0,>50K
32,0,6,11,1,5,0,1,40,0,>50K
45,5,0,13,1,4,0,0,40,0,>50K
45,0,3,9,1,1,0,0,60,0,>50K
61,3,1,10,1,8,0,0,40,0,>50K
32,0,3,9,1,7,0,0,40,0,>50K
50,1,3,9,1,9,0,0,84,0,>50K
51,1,0,13,1,4,0,1,40,0,>50K
59,0,1,10,4,3,0,0,60,0,>50K
44,0,0,13,1,3,0,0,40,0,>50K
48,0,3,9,1,1,0,0,40,0,>50K
57,2,0,13,1,5,0,0,45,0,>50K
29,4,1,10,1,12,0,0,40,0,>50K
30,4,1,10,1,12,0,0,40,0,>50K
38,4,10,14,1,5,0,0,40,0,>50K
46,1,1,10,1,4,0,0,58,0,>50K
59,0,0,13,2,3,0,0,55,0,>50K
48,1,13,16,3,5,0,1,60,0,>50K
33,0,3,9,1,4,0,0,45,0,>50K
61,1,0,13,1,5,0,0,50,0,>50K
60,2,4,15,1,5,0,0,80,0,>50K
55,0,10,14,1,4,0,0,55,0,>50K
58,2,4,15,3,5,0,0,40,0,>50K
46,4,0,13,1,4,4,0,40,0,>50K
51,0,3,9,1,3,0,0,40,0,>50K
43,1,1,10,1,3,0,0,50,20,>50K
38,0,0,13,1,0,0,0,45,0,>50K
36,0,3,9,1,1,0,0,64,0,>50K
29,0,0,13,3,4,0,0,50,0,>50K
48,3,1,10,1,1,0,0,40,0,>50K
38,0,0,13,1,4,0,0,54,0,>50K
44,0,0,13,3,5,0,0,40,0,>50K
40,4,1,10,1,12,0,0,40,0,>50K
31,5,1,10,1,1,0,0,35,0,>50K
57,0,1,10,1,1,0,0,40,0,>50K
29,5,5,12,3,5,4,0,40,0,>50K
44,0,1,10,1,4,0,1,70,0,>50K
65,5,1,10,1,7,4,0,40,0,>50K
37,1,10,14,1,4,0,0,50,0,>50K
38,1,0,13,1,3,0,1,60,0,>50K
32,0,3,9,1,8,0,1,40,0,>50K
38,0,10,14,1,4,0,0,45,0,>50K
42,1,0,13,1,4,0,0,60,0,>50K
47,4,10,14,1,5,0,0,60,0,>50K
40,0,0,13,1,8,0,0,40,0,>50K
30,0,0,13,1,5,0,0,40,0,>50K
37,0,3,9,1,2,4,0,40,0,>50K
58,0,3,9,1,4,0,0,40,0,>50K
22,0,3,9,1,10,0,0,50,0,>50K
30,0,3,9,1,3,0,0,52,0,>50K
58,0,5,12,1,4,0,0,50,0,>50K
51,0,1,10,1,5,0,0,45,0,>50K
43,0,3,9,1,4,0,0,50,0,>50K
51,0,3,9,1,0,0,0,50,0,>50K
41,0,3,9,1,4,0,0,40,0,>50K
29,0,0,13,1,5,0,0,40,0,>50K
33,0,6,11,3,4,0,0,55,0,>50K
31,0,0,13,3,4,0,0,50,0,>50K
43,5,4,15,1,5,0,0,50,0,>50K
45,3,1,10,1,10,0,0,65,0,>50K
49,0,1,10,2,5,0,0,44,0,>50K
51,4,3,9,1,1,0,0,40,0,>50K
31,0,0,13,3,5,0,1,72,0,>50K
48,2,0,13,1,4,0,1,25,0,>50K
32,0,3,9,1,4,0,0,40,0,>50K
44,0,13,16,1,4,0,1,32,0,>50K
52,3,0,13,1,12,0,0,60,0,>50K
36,0,0,13,1,5,0,0,40,0,>50K
39,0,0,13,1,8,0,0,40,0,>50K
44,0,3,9,1,1,0,0,70,0,>50K
52,0,10,14,1,5,0,0,40,0,>50K
39,5,10,14,1,5,3,1,38,0,>50K
48,0,10,14,1,4,0,1,38,0,>50K
37,0,6,11,1,8,4,1,48,0,>50K
58,0,3,9,1,3,0,0,40,0,>50K
44,0,0,13,1,4,4,0,40,0,>50K
59,0,3,9,1,1,0,0,45,0,>50K
42,0,0,13,1,10,0,0,48,0,>50K
48,0,6,11,1,3,0,0,40,0,>50K
55,1,12,6,1,3,0,0,50,0,>50K
36,1,4,15,1,3,0,0,30,0,>50K
39,0,0,13,4,5,1,1,40,15,>50K
44,0,0,13,1,4,0,0,50,0,>50K
55,0,10,14,2,5,0,1,40,0,>50K
35,0,10,14,1,4,0,0,45,0,>50K
33,0,0,13,1,5,0,0,40,0,>50K
60,2,3,9,1,8,0,1,15,0,>50K
44,0,4,15,1,5,0,0,50,0,>50K
73,1,1,10,1,3,0,0,6,0,>50K
32,2,3,9,1,9,0,0,55,0,>50K
43,3,10,14,1,12,0,0,35,0,>50K
51,0,10,14,3,5,0,0,55,0,>50K
58,0,13,16,1,5,0,0,50,0,>50K
38,0,0,13,1,0,0,0,40,0,>50K
60,0,1,10,1,4,0,0,40,0,>50K
38,0,6,11,1,7,0,0,48,0,>50K
37,2,1,10,1,3,0,0,44,0,>50K
38,2,0,13,1,3,0,0,40,0,>50K
29,0,3,9,1,3,0,0,60,0,>50K
40,1,3,9,1,1,0,0,50,0,>50K
29,0,1,10,1,8,0,1,40,0,>50K
29,0,3,9,1,7,4,0,40,0,>50K
35,0,0,13,1,8,1,0,40,15,>50K
48,0,0,13,2,8,0,0,38,0,>50K
36,0,2,7,3,12,4,0,40,0,>50K
50,0,0,13,2,4,0,1,50,0,>50K
41,0,1,10,1,1,0,0,48,0,>50K
79,2,3,9,1,4,0,0,40,0,>50K
38,0,0,13,1,8,0,0,50,0,>50K
24,0,0,13,1,4,0,0,55,2,>50K
42,0,3,9,1,10,0,0,60,0,>50K
31,0,1,10,1,2,0,0,40,0,>50K
47,0,1,10,1,4,0,0,40,0,>50K
40,0,0,13,1,4,0,0,65,0,>50K
53,5,13,16,1,5,0,0,50,0,>50K
51,0,3,9,1,3,0,0,55,0,>50K
39,1,10,14,1,1,0,0,55,0,>50K
36,0,4,15,1,5,0,1,45,0,>50K
51,0,12,6,1,1,0,0,40,0,>50K
61,0,3,9,1,4,0,0,50,0,>50K
52,4,10,14,1,5,0,0,50,0,>50K
33,5,10,14,1,5,0,0,50,0,>50K
35,0,3,9,2,10,0,1,60,0,>50K
47,0,3,9,1,7,4,0,40,0,>50K
36,0,3,9,1,1,0,0,40,0,>50K
52,5,13,16,1,5,0,0,70,5,>50K
39,2,3,9,1,4,0,0,60,0,>50K
43,0,0,13,1,8,0,0,40,0,>50K
36,0,0,13,3,5,0,1,35,0,>50K
43,0,10,14,1,4,0,0,53,0,>50K
50,5,0,13,1,4,0,0,38,0,>50K
44,0,10,14,1,5,0,0,44,0,>50K
36,0,6,11,2,5,0,0,40,0,>50K
36,2,0,13,1,3,0,0,45,0,>50K
48,0,0,13,1,0,0,0,40,0,>50K
52,0,0,13,1,3,0,0,40,0,>50K
35,0,1,10,2,8,0,1,40,0,>50K
45,0,13,16,1,4,0,0,45,0,>50K
39,0,9,8,1,10,0,0,70,0,>50K
46,1,0,13,2,2,1,1,60,10,>50K
50,0,1,10,1,1,0,0,40,0,>50K
30,4,0,13,1,5,0,1,33,0,>50K
48,0,0,13,1,8,0,0,35,0,>50K
39,0,3,9,4,4,0,0,40,0,>50K
46,3,0,13,1,4,0,0,40,0,>50K
51,4,10,14,1,5,0,0,35,0,>50K
40,2,5,12,1,3,0,0,50,0,>50K
37,4,6,11,1,4,0,0,40,0,>50K
60,4,0,13,1,12,0,0,48,0,>50K
62,0,0,13,1,3,0,0,60,0,>50K
38,0,0,13,1,3,0,0,50,0,>50K
52,0,3,9,1,4,0,0,55,0,>50K
62,2,0,13,2,3,0,0,40,0,>50K
51,1,5,12,1,3,0,0,30,0,>50K
45,2,3,9,1,1,0,0,50,0,>50K
44,2,1,10,2,3,0,0,45,0,>50K
43,4,10,14,1,5,0,0,40,0,>50K
49,0,1,10,2,4,0,0,45,0,>50K
35,0,0,13,1,3,0,0,40,0,>50K
54,0,3,9,1,8,0,0,60,0,>50K
41,0,1,10,1,7,0,0,42,0,>50K
51,2,1,10,1,4,0,0,40,0,>50K
31,0,0,13,3,4,0,1,50,0,>50K
46,0,2,7,1,2,4,0,40,0,>50K
33,1,13,16,3,5,0,0,45,0,>50K
43,0,1,10,1,2,0,1,20,2,>50K
50,4,0,13,1,5,0,1,40,0,>50K
34,0,0,13,3,3,0,0,40,0,>50K
53,0,0,13,1,5,0,0,55,0,>50K
57,4,3,9,1,10,0,0,25,0,>50K
28,0,0,13,1,5,0,1,24,0,>50K
40,0,10,14,3,5,0,1,45,0,>50K
43,0,1,10,1,4,0,0,55,0,>50K
38,0,10,14,1,4,0,0,60,0,>50K
38,0,10,14,2,4,0,0,45,0,>50K
43,3,1,10,1,5,0,1,40,0,>50K
28,0,13,16,3,5,0,1,60,5,>50K
36,0,6,11,3,8,0,0,42,0,>50K
65,2,0,13,1,4,0,0,44,20,>50K
53,3,1,10,1,8,0,0,40,0,>50K
54,0,3,9,1,3,0,0,50,0,>50K
59,0,3,9,1,10,0,0,45,0,>50K
47,1,1,10,1,1,0,0,40,0,>50K
37,0,6,11,1,0,0,1,37,0,>50K
49,0,1,10,1,3,0,0,40,0,>50K
39,0,0,13,1,5,0,0,40,0,>50K
55,0,0,13,1,12,0,0,40,0,>50K
31,0,10,14,1,4,0,0,70,27,>50K
53,0,10,14,3,4,0,1,60,0,>50K
60,0,0,13,2,4,0,1,40,30,>50K
37,0,0,13,3,4,0,0,48,0,>50K
51,0,1,10,1,8,0,0,40,0,>50K
25,0,0,13,1,0,0,0,40,0,>50K
44,0,1,10,1,1,0,0,50,0,>50K
52,2,13,16,1,5,0,0,65,0,>50K
59,4,1,10,4,12,0,0,40,0,>50K
32,0,0,13,1,5,0,0,40,0,>50K
54,1,5,12,1,3,0,0,50,0,>50K
41,0,1,10,1,7,4,0,40,0,>50K
60,5,13,16,1,5,0,0,60,0,>50K
38,0,0,13,1,4,0,0,55,0,>50K
53,0,13,16,2,4,0,1,55,0,>50K
62,0,0,13,5,4,0,0,50,0,>50K
35,1,4,15,1,5,0,0,65,0,>50K
52,0,0,13,1,5,0,0,50,0,>50K
31,0,10,14,1,3,0,0,76,0,>50K
46,0,10,14,1,5,0,0,40,0,>50K
57,1,10,14,1,0,0,0,38,0,>50K
32,0,10,14,1,4,0,0,40,0,>50K
46,3,0,13,1,5,0,0,45,0,>50K
56,1,0,13,6,5,0,1,40,0,>50K
24,0,0,13,7,5,0,1,40,0,>50K
40,2,3,9,1,4,0,0,60,0,>50K
39,0,3,9,1,7,0,0,40,0,>50K
49,4,3,9,1,12,0,0,40,0,>50K
44,0,3,9,1,8,0,0,48,0,>50K
51,0,10,14,1,5,0,0,47,0,>50K
45,4,3,9,1,12,0,0,78,0,>50K
45,0,10,14,1,4,0,0,60,2,>50K
35,0,0,13,3,3,0,0,40,0,>50K
59,0,1,10,1,1,0,0,40,0,>50K
47,0,0,13,1,4,0,0,45,0,>50K
51,0,10,14,1,4,0,0,60,0,>50K
62,0,6,11,1,4,0,0,50,0,>50K
47,4,5,12,1,12,0,0,40,0,>50K
46,0,0,13,1,4,0,0,40,0,>50K
48,0,0,13,1,4,0,0,45,0,>50K
57,2,1,10,1,0,0,0,60,0,>50K
31,2,0,13,1,4,0,0,55,0,>50K
33,0,1,10,1,10,4,0,50,0,>50K
47,0,0,13,1,3,0,0,60,0,>50K
30,0,13,16,1,5,0,0,75,0,>50K
31,0,3,9,1,1,0,0,40,0,>50K
31,1,0,13,1,4,0,1,40,0,>50K
48,0,3,9,1,1,0,0,44,0,>50K
37,0,0,13,1,5,0,0,99,0,>50K
38,0,5,12,1,3,0,0,50,0,>50K
30,2,1,10,1,4,1,0,40,10,>50K
32,0,0,13,3,5,0,0,45,0,>50K
42,0,6,11,1,4,0,1,35,0,>50K
61,0,1,10,1,5,0,0,50,0,>50K
41,0,1,10,1,4,0,1,40,0,>50K
49,0,0,13,1,5,0,0,40,0,>50K
45,0,0,13,1,4,0,0,60,0,>50K
58,0,4,15,1,5,0,0,45,0,>50K
36,0,0,13,1,5,0,0,40,0,>50K
67,0,3,9,5,8,0,1,16,5,>50K
61,0,13,16,1,5,0,0,40,0,>50K
47,0,3,9,1,3,0,0,45,0,>50K
27,0,0,13,3,3,0,0,80,0,>50K
39,3,3,9,1,1,0,0,40,0,>50K
47,0,0,13,1,0,0,0,40,0,>50K
49,0,0,13,1,4,0,0,40,0,>50K
43,0,1,10,2,3,0,1,55,0,>50K
46,0,3,9,1,4,0,1,40,0,>50K
59,0,0,13,1,1,0,0,50,0,>50K
50,2,10,14,1,3,0,0,40,0,>50K
43,0,10,14,1,4,0,0,50,0,>50K
41,0,4,15,1,4,0,0,50,0,>50K
39,0,3,9,1,2,0,0,60,0,>50K
45,0,10,14,1,3,0,0,40,0,>50K
40,0,0,13,1,5,0,0,40,0,>50K
53,2,0,13,1,3,0,0,60,0,>50K
33,4,0,13,3,0,4,0,52,0,>50K
46,2,3,9,1,3,0,0,50,0,>50K
61,5,2,7,5,2,0,1,32,0,>50K
75,1,4,15,1,5,0,0,50,0,>50K
40,4,0,13,1,5,0,1,40,0,>50K
28,0,0,13,1,4,0,1,40,0,>50K
47,0,5,12,1,5,4,1,40,0,>50K
32,0,0,13,1,4,0,0,50,0,>50K
45,4,10,14,1,5,0,1,35,0,>50K
51,0,1,10,1,0,0,0,40,0,>50K
48,1,10,14,1,4,0,0,40,20,>50K
32,0,5,12,1,4,0,0,60,0,>50K
50,0,0,13,1,4,0,0,55,0,>50K
28,0,0,13,3,5,0,1,40,0,>50K
59,0,1,10,1,0,0,0,40,0,>50K
37,4,4,15,1,5,0,0,60,0,>50K
48,0,0,13,1,3,4,0,40,0,>50K
41,0,3,9,1,4,0,0,40,0,>50K
62,0,0,13,1,4,0,0,40,0,>50K
28,0,0,13,1,3,0,0,45,0,>50K
27,0,0,13,1,7,0,0,60,0,>50K
42,5,3,9,1,4,0,0,40,0,>50K
60,0,6,11,1,1,0,0,46,0,>50K
58,0,10,14,1,5,0,0,50,0,>50K
50,0,1,10,1,1,0,0,40,0,>50K
36,0,3,9,1,7,0,0,40,0,>50K
35,0,10,14,1,4,1,0,65,39,>50K
40,0,6,11,2,1,0,0,50,0,>50K
45,0,0,13,1,1,0,0,72,0,>50K
50,0,0,13,1,4,0,0,50,0,>50K
52,2,1,10,2,4,0,0,65,0,>50K
46,3,4,15,1,5,0,0,50,0,>50K
38,0,0,13,1,5,0,0,40,2,>50K
62,3,10,14,1,8,0,0,40,16,>50K
31,0,0,13,1,4,4,0,40,0,>50K
31,0,0,13,1,1,0,0,40,0,>50K
45,4,10,14,1,5,0,0,50,0,>50K
43,0,6,11,1,4,0,0,45,0,>50K
48,0,10,14,1,5,0,0,40,0,>50K
49,2,13,16,1,5,4,0,60,0,>50K
30,1,2,7,3,1,0,0,45,0,>50K
25,0,0,13,3,8,0,0,40,0,>50K
62,0,3,9,1,4,0,0,40,0,>50K
37,0,5,12,1,4,0,0,50,0,>50K
38,5,13,16,1,5,0,0,55,0,>50K
41,2,3,9,1,3,0,0,55,0,>50K
28,2,3,9,1,3,4,0,40,0,>50K
32,0,0,13,1,4,0,0,45,0,>50K
52,3,5,12,1,2,0,0,40,0,>50K
47,0,6,11,1,5,0,0,40,0,>50K
53,2,13,16,2,4,0,0,50,0,>50K
31,0,0,13,1,3,0,0,40,0,>50K
49,3,0,13,1,5,0,0,40,0,>50K
47,0,3,9,1,10,0,0,55,0,>50K
59,4,10,14,2,5,0,0,40,0,>50K
53,5,10,14,1,4,0,0,60,0,>50K
36,4,3,9,1,8,1,1,40,11,>50K
35,0,0,13,1,3,0,0,50,0,>50K
48,0,0,13,6,5,1,1,36,15,>50K
39,0,1,10,1,8,0,0,40,0,>50K
